Entrance_Latitude,Entrance_Longitude,entrance_georeference
40.6744501,-73.896778,POINT (-73.896778 40.6744501)
40.6742506,-73.8966456,POINT (-73.8966456 40.6742506)
40.6745867,-73.8963672,POINT (-73.8963672 40.6745867)
40.6742823,-73.896314,POINT (-73.896314 40.6742823)
40.6727846,-73.8905905,POINT (-73.8905905 40.6727846)
40.6725653,-73.890375,POINT (-73.890375 40.6725653)
40.6728631,-73.8902603,POINT (-73.8902603 40.6728631)
40.6724912,-73.8901667,POINT (-73.8901667 40.6724912)
40.6742442,-73.8809291,POINT (-73.8809291 40.6742442)
40.6740029,-73.8808715,POINT (-73.8808715 40.6740029)
40.6743132,-73.8807518,POINT (-73.8807518 40.6743132)
40.673981,-73.8806716,POINT (-73.8806716 40.673981)
40.6752842,-73.8721143,POINT (-73.8721143 40.6752842)
40.6754856,-73.8721164,POINT (-73.8721164 40.6754856)
40.6755801,-73.8718739,POINT (-73.8718739 40.6755801)
40.6752967,-73.8717882,POINT (-73.8717882 40.6752967)
40.6755427,-73.8717353,POINT (-73.8717353 40.6755427)
40.7310974,-74.0015985,POINT (-74.0015985 40.7310974)
40.7311149,-74.0012226,POINT (-74.0012226 40.7311149)
40.7311107,-74.0011646,POINT (-74.0011646 40.7311107)
40.7330975,-74.0002409,POINT (-74.0002409 40.7330975)
40.7330089,-73.9998114,POINT (-73.9998114 40.7330089)
40.7331807,-73.9996918,POINT (-73.9996918 40.7331807)
40.8239303,-73.9450243,POINT (-73.9450243 40.8239303)
40.824244,-73.944931,POINT (-73.944931 40.824244)
40.823804,-73.9447385,POINT (-73.9447385 40.823804)
40.8240409,-73.9444173,POINT (-73.9444173 40.8240409)
40.825652,-73.9438059,POINT (-73.9438059 40.825652)
40.8255977,-73.9434494,POINT (-73.9434494 40.8255977)
40.7749371,-73.9123447,POINT (-73.9123447 40.7749371)
40.7748094,-73.9121624,POINT (-73.9121624 40.7748094)
40.775172,-73.9120581,POINT (-73.9120581 40.775172)
40.7750479,-73.911877,POINT (-73.911877 40.7750479)
40.7749098,-73.9119884,POINT (-73.9119884 40.7749098)
40.7703305,-73.9179733,POINT (-73.9179733 40.7703305)
40.7701847,-73.9177584,POINT (-73.9177584 40.7701847)
40.7710582,-73.9173326,POINT (-73.9173326 40.7710582)
40.77087,-73.916935,POINT (-73.916935 40.77087)
40.770227,-73.9175874,POINT (-73.9175874 40.770227)
40.7710215,-73.9171929,POINT (-73.9171929 40.7710215)
40.766787,-73.921629,POINT (-73.921629 40.766787)
40.7667,-73.921406,POINT (-73.921406 40.7667)
40.7670762,-73.9214007,POINT (-73.9214007 40.7670762)
40.7669901,-73.9211808,POINT (-73.9211808 40.7669901)
40.7673601,-73.9208787,POINT (-73.9208787 40.7673601)
40.7618934,-73.9256167,POINT (-73.9256167 40.7618934)
40.7617965,-73.9253995,POINT (-73.9253995 40.7617965)
40.7621671,-73.9253951,POINT (-73.9253951 40.7621671)
40.7612956,-73.9257997,POINT (-73.9257997 40.7612956)
40.7620797,-73.9251671,POINT (-73.9251671 40.7620797)
40.7565079,-73.9299782,POINT (-73.9299782 40.7565079)
40.756783,-73.9297467,POINT (-73.9297467 40.756783)
40.7564139,-73.9297574,POINT (-73.9297574 40.7564139)
40.7525155,-73.9329258,POINT (-73.9329258 40.7525155)
40.7528785,-73.9329192,POINT (-73.9329192 40.7528785)
40.7620908,-73.9663577,POINT (-73.9663577 40.7620908)
40.7623847,-73.9661407,POINT (-73.9661407 40.7623847)
40.7619934,-73.9661181,POINT (-73.9661181 40.7619934)
40.762282,-73.9659085,POINT (-73.9659085 40.762282)
40.7651969,-73.9747154,POINT (-73.9747154 40.7651969)
40.7648951,-73.9747024,POINT (-73.9747024 40.7648951)
40.7651096,-73.9744829,POINT (-73.9744829 40.7651096)
40.7653602,-73.9724734,POINT (-73.9724734 40.7653602)
40.7647645,-73.9724467,POINT (-73.9724467 40.7647645)
40.7647033,-73.9723011,POINT (-73.9723011 40.7647033)
40.7648261,-73.9721997,POINT (-73.9721997 40.7648261)
40.7194985,-74.0022722,POINT (-74.0022722 40.7194985)
40.7194186,-74.002157,POINT (-74.002157 40.7194186)
40.7196643,-74.0020178,POINT (-74.0020178 40.7196643)
40.719587,-74.0019079,POINT (-74.0019079 40.719587)
40.7191996,-74.0018441,POINT (-74.0018441 40.7191996)
40.7191509,-74.0017816,POINT (-74.0017816 40.7191509)
40.7195185,-74.0016183,POINT (-74.0016183 40.7195185)
40.7131236,-74.0070415,POINT (-74.0070415 40.7131236)
40.7134659,-74.0067485,POINT (-74.0067485 40.7134659)
40.7135017,-74.0067238,POINT (-74.0067238 40.7135017)
40.7101434,-74.0111427,POINT (-74.0111427 40.7101434)
40.710424,-74.0110847,POINT (-74.0110847 40.710424)
40.7109036,-74.0107616,POINT (-74.0107616 40.7109036)
40.7111261,-74.0106162,POINT (-74.0106162 40.7111261)
40.710165,-74.009182,POINT (-74.009182 40.710165)
40.7097799,-74.0102942,POINT (-74.0102942 40.7097799)
40.7104593,-74.0092735,POINT (-74.0092735 40.7104593)
40.7107493,-74.0090283,POINT (-74.0090283 40.7107493)
40.7107448,-74.0089504,POINT (-74.0089504 40.7107448)
40.71056,-74.0085957,POINT (-74.0085957 40.71056)
40.7063426,-74.014018,POINT (-74.014018 40.7063426)
40.7074289,-74.0133042,POINT (-74.0133042 40.7074289)
40.7075497,-74.01322,POINT (-74.01322 40.7075497)
40.7076697,-74.0131438,POINT (-74.0131438 40.7076697)
40.7078965,-74.0129911,POINT (-74.0129911 40.7078965)
40.707609,-74.0129818,POINT (-74.0129818 40.707609)
40.7080998,-74.0128571,POINT (-74.0128571 40.7080998)
40.7078334,-74.0128311,POINT (-74.0128311 40.7078334)
40.7080408,-74.0126888,POINT (-74.0126888 40.7080408)
40.7041502,-74.0133314,POINT (-74.0133314 40.7041502)
40.7039956,-74.0133066,POINT (-74.0133066 40.7039956)
40.7041181,-74.0129829,POINT (-74.0129829 40.7041181)
40.7021206,-74.0126457,POINT (-74.0126457 40.7021206)
40.7016764,-74.0129619,POINT (-74.0129619 40.7016764)
40.7019334,-74.0125934,POINT (-74.0125934 40.7019334)
40.6944821,-73.9928266,POINT (-73.9928266 40.6944821)
40.694232,-73.992635,POINT (-73.992635 40.694232)
40.6944216,-73.9926103,POINT (-73.9926103 40.6944216)
40.692052,-73.986191,POINT (-73.986191 40.692052)
40.6923585,-73.986175,POINT (-73.986175 40.6923585)
40.6921242,-73.9860742,POINT (-73.9860742 40.6921242)
40.692269,-73.986061,POINT (-73.986061 40.692269)
40.692031,-73.985395,POINT (-73.985395 40.692031)
40.692315,-73.985172,POINT (-73.985172 40.692315)
40.6920651,-73.9851702,POINT (-73.9851702 40.6920651)
40.889783,-73.898432,POINT (-73.898432 40.889783)
40.890136,-73.898257,POINT (-73.898257 40.890136)
40.889683,-73.897925,POINT (-73.897925 40.889683)
40.889946,-73.897798,POINT (-73.897798 40.889946)
40.884813,-73.900923,POINT (-73.900923 40.884813)
40.8849088,-73.9006597,POINT (-73.9006597 40.8849088)
40.8852451,-73.900452,POINT (-73.900452 40.8852451)
40.878775,-73.905024,POINT (-73.905024 40.878775)
40.878694,-73.904821,POINT (-73.904821 40.878694)
40.879168,-73.904751,POINT (-73.904751 40.879168)
40.879091,-73.904538,POINT (-73.904538 40.879091)
40.8787791,-73.9046367,POINT (-73.9046367 40.8787791)
40.8789717,-73.9050678,POINT (-73.9050678 40.8789717)
40.8744658,-73.910563,POINT (-73.910563 40.8744658)
40.8743203,-73.9098032,POINT (-73.9098032 40.8743203)
40.869428,-73.9154543,POINT (-73.9154543 40.869428)
40.8693302,-73.9152315,POINT (-73.9152315 40.8693302)
40.8697981,-73.915179,POINT (-73.915179 40.8697981)
40.8697076,-73.9149548,POINT (-73.9149548 40.8697076)
40.8642822,-73.9192293,POINT (-73.9192293 40.8642822)
40.8642605,-73.9189461,POINT (-73.9189461 40.8642605)
40.8647513,-73.9188745,POINT (-73.9188745 40.8647513)
40.8646144,-73.9186888,POINT (-73.9186888 40.8646144)
40.8611391,-73.9251315,POINT (-73.9251315 40.8611391)
40.856413,-73.932605,POINT (-73.932605 40.856413)
40.855374,-73.929536,POINT (-73.929536 40.855374)
40.8491054,-73.9337519,POINT (-73.9337519 40.8491054)
40.8495727,-73.933351,POINT (-73.933351 40.8495727)
40.8408691,-73.9402106,POINT (-73.9402106 40.8408691)
40.8410336,-73.9400969,POINT (-73.9400969 40.8410336)
40.8407262,-73.9397252,POINT (-73.9397252 40.8407262)
40.8342854,-73.9451903,POINT (-73.9451903 40.8342854)
40.8342392,-73.9450726,POINT (-73.9450726 40.8342392)
40.8338535,-73.9447553,POINT (-73.9447553 40.8338535)
40.8338703,-73.9445935,POINT (-73.9445935 40.8338703)
40.8266705,-73.9505231,POINT (-73.9505231 40.8266705)
40.8262103,-73.9503932,POINT (-73.9503932 40.8262103)
40.8265309,-73.9501591,POINT (-73.9501591 40.8265309)
40.8213608,-73.9544144,POINT (-73.9544144 40.8213608)
40.8215954,-73.9542336,POINT (-73.9542336 40.8215954)
40.8213989,-73.9539105,POINT (-73.9539105 40.8213989)
40.8214651,-73.9538617,POINT (-73.9538617 40.8214651)
40.8153339,-73.9588257,POINT (-73.9588257 40.8153339)
40.8157388,-73.9585275,POINT (-73.9585275 40.8157388)
40.8151608,-73.9584439,POINT (-73.9584439 40.8151608)
40.8152606,-73.9583715,POINT (-73.9583715 40.8152606)
40.8075562,-73.9640135,POINT (-73.9640135 40.8075562)
40.8082656,-73.9639636,POINT (-73.9639636 40.8082656)
40.8084113,-73.9638543,POINT (-73.9638543 40.8084113)
40.8081156,-73.9636063,POINT (-73.9636063 40.8081156)
40.8082611,-73.9634977,POINT (-73.9634977 40.8082611)
40.8044061,-73.966777,POINT (-73.966777 40.8044061)
40.8039646,-73.9666339,POINT (-73.9666339 40.8039646)
40.8042714,-73.966413,POINT (-73.966413 40.8042714)
40.7992939,-73.9686826,POINT (-73.9686826 40.7992939)
40.7994274,-73.9686148,POINT (-73.9686148 40.7994274)
40.7991316,-73.9683278,POINT (-73.9683278 40.7991316)
40.7992499,-73.9682674,POINT (-73.9682674 40.7992499)
40.799598,-73.9680972,POINT (-73.9680972 40.799598)
40.793077,-73.9731789,POINT (-73.9731789 40.793077)
40.7932219,-73.9730778,POINT (-73.9730778 40.7932219)
40.7929331,-73.9728322,POINT (-73.9728322 40.7929331)
40.7930775,-73.9727315,POINT (-73.9727315 40.7930775)
40.7940752,-73.9722294,POINT (-73.9722294 40.7940752)
40.7943215,-73.9720456,POINT (-73.9720456 40.7943215)
40.7883789,-73.9768956,POINT (-73.9768956 40.7883789)
40.7885233,-73.9767421,POINT (-73.9767421 40.7885233)
40.7890395,-73.9763287,POINT (-73.9763287 40.7890395)
40.7881232,-73.9762958,POINT (-73.9762958 40.7881232)
40.7882875,-73.9760838,POINT (-73.9760838 40.7882875)
40.7837622,-73.9802909,POINT (-73.9802909 40.7837622)
40.7840876,-73.980049,POINT (-73.980049 40.7840876)
40.7836285,-73.9799341,POINT (-73.9799341 40.7836285)
40.7839996,-73.9796573,POINT (-73.9796573 40.7839996)
40.7784472,-73.9819528,POINT (-73.9819528 40.7784472)
40.77860001,-73.9819322,POINT (-73.9819322 40.77860001)
40.7788959,-73.9818868,POINT (-73.9818868 40.7788959)
40.7791489,-73.9818312,POINT (-73.9818312 40.7791489)
40.7735889,-73.9820215,POINT (-73.9820215 40.7735889)
40.7737597,-73.9824364,POINT (-73.9824364 40.7737597)
40.773829,-73.982433,POINT (-73.982433 40.773829)
40.7736414,-73.982431,POINT (-73.982431 40.7736414)
40.7736961,-73.98202,POINT (-73.98202 40.7736961)
40.7734779,-73.982018,POINT (-73.982018 40.7734779)
40.7726185,-73.9825096,POINT (-73.9825096 40.7726185)
40.772741,-73.9825462,POINT (-73.9825462 40.772741)
40.7693477,-73.9823068,POINT (-73.9823068 40.7693477)
40.7692671,-73.9823068,POINT (-73.9823068 40.7692671)
40.7688277,-73.9821169,POINT (-73.9821169 40.7688277)
40.7676644,-73.9814388,POINT (-73.9814388 40.7676644)
40.7676504,-73.9812302,POINT (-73.9812302 40.7676504)
40.7685822,-73.982112,POINT (-73.982112 40.7685822)
40.7615236,-73.9844507,POINT (-73.9844507 40.7615236)
40.7616592,-73.9843289,POINT (-73.9843289 40.7616592)
40.7612765,-73.9838216,POINT (-73.9838216 40.7612765)
40.761364,-73.9837605,POINT (-73.9837605 40.761364)
40.7611955,-73.9837075,POINT (-73.9837075 40.7611955)
40.761325,-73.9836631,POINT (-73.9836631 40.761325)
40.754817,-73.9882354,POINT (-73.9882354 40.754817)
40.7546185,-73.9878092,POINT (-73.9878092 40.7546185)
40.7555721,-73.9876725,POINT (-73.9876725 40.7555721)
40.7561323,-73.9875149,POINT (-73.9875149 40.7561323)
40.755248,-73.987362,POINT (-73.987362 40.755248)
40.7563493,-73.9872942,POINT (-73.9872942 40.7563493)
40.7551794,-73.9871944,POINT (-73.9871944 40.7551794)
40.7558569,-73.9868078,POINT (-73.9868078 40.7558569)
40.7555881,-73.9863448,POINT (-73.9863448 40.7555881)
40.755862,-73.9869267,POINT (-73.9869267 40.755862)
40.7557938,-73.9869748,POINT (-73.9869748 40.7557938)
40.7498879,-73.9918114,POINT (-73.9918114 40.7498879)
40.7505404,-73.9913529,POINT (-73.9913529 40.7505404)
40.751066,-73.9911404,POINT (-73.9911404 40.751066)
40.7496113,-73.9910228,POINT (-73.9910228 40.7496113)
40.7509665,-73.9908876,POINT (-73.9908876 40.7509665)
40.7503272,-73.9908869,POINT (-73.9908869 40.7503272)
40.7512038,-73.9907529,POINT (-73.9907529 40.7512038)
40.7500804,-73.9907021,POINT (-73.9907021 40.7500804)
40.7507624,-73.9903986,POINT (-73.9903986 40.7507624)
40.751027,-73.9903473,POINT (-73.9903473 40.751027)
40.7503288,-73.9914807,POINT (-73.9914807 40.7503288)
40.746787,-73.993955,POINT (-73.993955 40.746787)
40.7472595,-73.9935916,POINT (-73.9935916 40.7472595)
40.7466097,-73.9935733,POINT (-73.9935733 40.7466097)
40.7473836,-73.9934959,POINT (-73.9934959 40.7473836)
40.7470999,-73.9932219,POINT (-73.9932219 40.7470999)
40.7472356,-73.9931424,POINT (-73.9931424 40.7472356)
40.7440065,-73.9959143,POINT (-73.9959143 40.7440065)
40.7443252,-73.9958344,POINT (-73.9958344 40.7443252)
40.7438738,-73.9956323,POINT (-73.9956323 40.7438738)
40.7441139,-73.995324,POINT (-73.995324 40.7441139)
40.7410753,-73.9980934,POINT (-73.9980934 40.7410753)
40.7412046,-73.9980115,POINT (-73.9980115 40.7412046)
40.7409199,-73.9977262,POINT (-73.9977262 40.7409199)
40.7410343,-73.9976084,POINT (-73.9976084 40.7410343)
40.7417984,-73.9975938,POINT (-73.9975938 40.7417984)
40.7416195,-73.997168,POINT (-73.997168 40.7416195)
40.7374025,-74.0008499,POINT (-74.0008499 40.7374025)
40.7372034,-74.0003842,POINT (-74.0003842 40.7372034)
40.7380271,-74.0003571,POINT (-74.0003571 40.7380271)
40.7385531,-74.0000082,POINT (-74.0000082 40.7385531)
40.7378432,-73.9999159,POINT (-73.9999159 40.7378432)
40.7388022,-73.9997036,POINT (-73.9997036 40.7388022)
40.7383157,-73.9996827,POINT (-73.9996827 40.7383157)
40.7385817,-73.9993871,POINT (-73.9993871 40.7385817)
40.7335094,-74.0031819,POINT (-74.0031819 40.7335094)
40.7336325,-74.0031477,POINT (-74.0031477 40.7336325)
40.7334528,-74.0030886,POINT (-74.0030886 40.7334528)
40.7336571,-74.0029893,POINT (-74.0029893 40.7336571)
40.7334138,-74.0027719,POINT (-74.0027719 40.7334138)
40.7278265,-74.0056485,POINT (-74.0056485 40.7278265)
40.7279845,-74.0056278,POINT (-74.0056278 40.7279845)
40.7285506,-74.0055379,POINT (-74.0055379 40.7285506)
40.7287096,-74.0055131,POINT (-74.0055131 40.7287096)
40.7277071,-74.0052881,POINT (-74.0052881 40.7277071)
40.7280475,-74.0052406,POINT (-74.0052406 40.7280475)
40.7284389,-74.0051786,POINT (-74.0051786 40.7284389)
40.7286648,-74.0050498,POINT (-74.0050498 40.7286648)
40.7229619,-74.0066299,POINT (-74.0066299 40.7229619)
40.7228699,-74.0065011,POINT (-74.0065011 40.7228699)
40.7225992,-74.0061226,POINT (-74.0061226 40.7225992)
40.7224921,-74.0059728,POINT (-74.0059728 40.7224921)
40.7189487,-74.0071251,POINT (-74.0071251 40.7189487)
40.7192851,-74.0070645,POINT (-74.0070645 40.7192851)
40.7199854,-74.0069409,POINT (-74.0069409 40.7199854)
40.718981,-74.006687,POINT (-74.006687 40.718981)
40.7199469,-74.0066245,POINT (-74.0066245 40.7199469)
40.7155528,-74.0094938,POINT (-74.0094938 40.7155528)
40.7154451,-74.009467,POINT (-74.009467 40.7154451)
40.7157126,-74.0093289,POINT (-74.0093289 40.7157126)
40.7153917,-74.0091988,POINT (-74.0091988 40.7153917)
40.7155616,-74.009076,POINT (-74.009076 40.7155616)
40.7158293,-74.009318,POINT (-74.009318 40.7158293)
40.7110837,-74.0124731,POINT (-74.0124731 40.7110837)
40.7108341,-74.0125634,POINT (-74.0125634 40.7108341)
40.7126849,-74.0119518,POINT (-74.0119518 40.7126849)
40.7127566,-74.0119269,POINT (-74.0119269 40.7127566)
40.7125321,-74.0120009,POINT (-74.0120009 40.7125321)
40.7118357,-74.0119771,POINT (-74.0119771 40.7118357)
40.7110514,-74.0121697,POINT (-74.0121697 40.7110514)
40.7116277,-74.012288,POINT (-74.012288 40.7116277)
40.7120642,-74.0120408,POINT (-74.0120408 40.7120642)
40.706493,-74.014319,POINT (-74.014319 40.706493)
40.706527,-74.014144,POINT (-74.014144 40.706527)
40.7066037,-74.0141117,POINT (-74.0141117 40.7066037)
40.7075992,-74.0138384,POINT (-74.0138384 40.7075992)
40.708224,-74.0135669,POINT (-74.0135669 40.708224)
40.7080393,-74.0134876,POINT (-74.0134876 40.7080393)
40.701974,-74.0133104,POINT (-74.0133104 40.701974)
40.7018259,-74.0130024,POINT (-74.0130024 40.7018259)
40.7027994,-74.0145006,POINT (-74.0145006 40.7027994)
40.7642779,-73.9812874,POINT (-73.9812874 40.7642779)
40.7643974,-73.9811892,POINT (-73.9811892 40.7643974)
40.7640707,-73.9808046,POINT (-73.9808046 40.7640707)
40.7641775,-73.9806726,POINT (-73.9806726 40.7641775)
40.7653672,-73.9803555,POINT (-73.9803555 40.7653672)
40.7652809,-73.9800466,POINT (-73.9800466 40.7652809)
40.7657965,-73.9800241,POINT (-73.9800241 40.7657965)
40.7656338,-73.9797767,POINT (-73.9797767 40.7656338)
40.7641774,-73.9807454,POINT (-73.9807454 40.7641774)
40.7655213,-73.9803002,POINT (-73.9803002 40.7655213)
40.7594831,-73.9848474,POINT (-73.9848474 40.7594831)
40.7594309,-73.9846966,POINT (-73.9846966 40.7594309)
40.75903,-73.984412,POINT (-73.984412 40.75903)
40.7604794,-73.9839245,POINT (-73.9839245 40.7604794)
40.760652,-73.9838835,POINT (-73.9838835 40.760652)
40.7603322,-73.9835424,POINT (-73.9835424 40.7603322)
40.7604752,-73.9834438,POINT (-73.9834438 40.7604752)
40.7545181,-73.9871143,POINT (-73.9871143 40.7545181)
40.7543279,-73.987068,POINT (-73.987068 40.7543279)
40.7541866,-73.9867191,POINT (-73.9867191 40.7541866)
40.7543135,-73.9866372,POINT (-73.9866372 40.7543135)
40.735276,-73.9910998,POINT (-73.9910998 40.735276)
40.7363092,-73.9906322,POINT (-73.9906322 40.7363092)
40.7365493,-73.9904348,POINT (-73.9904348 40.7365493)
40.735311,-73.990265,POINT (-73.990265 40.735311)
40.7484603,-73.9883026,POINT (-73.9883026 40.7484603)
40.7483074,-73.9880268,POINT (-73.9880268 40.7483074)
40.7495823,-73.9876057,POINT (-73.9876057 40.7495823)
40.7499328,-73.9875036,POINT (-73.9875036 40.7499328)
40.7485524,-73.9885035,POINT (-73.9885035 40.7485524)
40.745509,-73.989051,POINT (-73.989051 40.745509)
40.7452802,-73.9889048,POINT (-73.9889048 40.7452802)
40.7453112,-73.9885799,POINT (-73.9885799 40.7453112)
40.7451276,-73.9885424,POINT (-73.9885424 40.7451276)
40.741247,-73.9896749,POINT (-73.9896749 40.741247)
40.7407915,-73.989661,POINT (-73.989661 40.7407915)
40.7419224,-73.989431,POINT (-73.989431 40.7419224)
40.740643,-73.989217,POINT (-73.989217 40.740643)
40.74108,-73.989083,POINT (-73.989083 40.74108)
40.7415795,-73.9889941,POINT (-73.9889941 40.7415795)
40.741142,-73.988956,POINT (-73.988956 40.741142)
40.7413694,-73.9888623,POINT (-73.9888623 40.7413694)
40.729778,-73.993262,POINT (-73.993262 40.729778)
40.729692,-73.9930389,POINT (-73.9930389 40.729692)
40.7306565,-73.9927468,POINT (-73.9927468 40.7306565)
40.7307797,-73.9926496,POINT (-73.9926496 40.7307797)
40.7305944,-73.9925979,POINT (-73.9925979 40.7305944)
40.7307252,-73.9925101,POINT (-73.9925101 40.7307252)
40.7305076,-73.9923238,POINT (-73.9923238 40.7305076)
40.7306012,-73.9922105,POINT (-73.9922105 40.7306012)
40.7242611,-73.9979364,POINT (-73.9979364 40.7242611)
40.7243543,-73.9978724,POINT (-73.9978724 40.7243543)
40.724124,-73.997686,POINT (-73.997686 40.724124)
40.7242283,-73.9976317,POINT (-73.9976317 40.7242283)
40.7100644,-74.0115928,POINT (-74.0115928 40.7100644)
40.711142,-74.0108202,POINT (-74.0108202 40.711142)
40.7112115,-74.0106761,POINT (-74.0106761 40.7112115)
40.7110042,-74.0107888,POINT (-74.0107888 40.7110042)
40.6912625,-73.9823804,POINT (-73.9823804 40.6912625)
40.6915722,-73.982048,POINT (-73.982048 40.6915722)
40.68981,-73.981651,POINT (-73.981651 40.68981)
40.689804,-73.981164,POINT (-73.981164 40.689804)
40.68974,-73.981156,POINT (-73.981156 40.68974)
40.689817,-73.981082,POINT (-73.981082 40.689817)
40.6852595,-73.9775209,POINT (-73.9775209 40.6852595)
40.6834124,-73.9765033,POINT (-73.9765033 40.6834124)
40.677365,-73.972788,POINT (-73.972788 40.677365)
40.6773368,-73.9721942,POINT (-73.9721942 40.6773368)
40.6623162,-73.9622109,POINT (-73.9622109 40.6623162)
40.6608149,-73.962115,POINT (-73.962115 40.6608149)
40.654251,-73.961909,POINT (-73.961909 40.654251)
40.655248,-73.9615144,POINT (-73.9615144 40.655248)
40.649458,-73.9633573,POINT (-73.9633573 40.649458)
40.651482,-73.962732,POINT (-73.962732 40.651482)
40.644272,-73.964528,POINT (-73.964528 40.644272)
40.641314,-73.963996,POINT (-73.963996 40.641314)
40.6350503,-73.9627394,POINT (-73.9627394 40.6350503)
40.6350403,-73.9628408,POINT (-73.9628408 40.6350403)
40.6298896,-73.9618253,POINT (-73.9618253 40.6298896)
40.62993,-73.961477,POINT (-73.961477 40.62993)
40.6299848,-73.9616323,POINT (-73.9616323 40.6299848)
40.629916,-73.9614637,POINT (-73.9614637 40.629916)
40.6299239,-73.9615842,POINT (-73.9615842 40.6299239)
40.6301156,-73.962035,POINT (-73.962035 40.6301156)
40.6253471,-73.9610073,POINT (-73.9610073 40.6253471)
40.6251468,-73.9607947,POINT (-73.9607947 40.6251468)
40.625352,-73.9605856,POINT (-73.9605856 40.625352)
40.6251287,-73.9609694,POINT (-73.9609694 40.6251287)
40.6181527,-73.9594627,POINT (-73.9594627 40.6181527)
40.6179244,-73.959454,POINT (-73.959454 40.6179244)
40.6178834,-73.9595854,POINT (-73.9595854 40.6178834)
40.609062,-73.957808,POINT (-73.957808 40.609062)
40.608835,-73.957769,POINT (-73.957769 40.608835)
40.608319,-73.957352,POINT (-73.957352 40.608319)
40.5990226,-73.9558565,POINT (-73.9558565 40.5990226)
40.599,-73.9560243,POINT (-73.9560243 40.599)
40.5950522,-73.9551299,POINT (-73.9551299 40.5950522)
40.595031,-73.9552736,POINT (-73.9552736 40.595031)
40.595075,-73.9549866,POINT (-73.9549866 40.595075)
40.585734,-73.954371,POINT (-73.954371 40.585734)
40.587302,-73.954224,POINT (-73.954224 40.587302)
40.5775938,-73.9621381,POINT (-73.9621381 40.5775938)
40.5773574,-73.9620846,POINT (-73.9620846 40.5773574)
40.5776423,-73.9619059,POINT (-73.9619059 40.5776423)
40.5774184,-73.9618378,POINT (-73.9618378 40.5774184)
40.577931,-73.960524,POINT (-73.960524 40.577931)
40.577697,-73.960438,POINT (-73.960438 40.577697)
40.577746,-73.960231,POINT (-73.960231 40.577746)
40.5779976,-73.960193,POINT (-73.960193 40.5779976)
40.5765342,-73.9696213,POINT (-73.9696213 40.5765342)
40.5765226,-73.969391,POINT (-73.969391 40.5765226)
40.576423,-73.967894,POINT (-73.967894 40.576423)
40.5762228,-73.967881,POINT (-73.967881 40.5762228)
40.576444,-73.9676189,POINT (-73.9676189 40.576444)
40.5762457,-73.9675929,POINT (-73.9675929 40.5762457)
40.5756165,-73.976811,POINT (-73.976811 40.5756165)
40.5757138,-73.976792,POINT (-73.976792 40.5757138)
40.5759722,-73.97675,POINT (-73.97675 40.5759722)
40.576464,-73.974862,POINT (-73.974862 40.576464)
40.739744,-74.0028317,POINT (-74.0028317 40.739744)
40.7395548,-74.002379,POINT (-74.002379 40.7395548)
40.7372217,-73.9967281,POINT (-73.9967281 40.7372217)
40.7371466,-73.9965569,POINT (-73.9965569 40.7371466)
40.7348918,-73.9913166,POINT (-73.9913166 40.7348918)
40.734755,-73.990991,POINT (-73.990991 40.734755)
40.7331516,-73.9870664,POINT (-73.9870664 40.7331516)
40.7332929,-73.9869546,POINT (-73.9869546 40.7332929)
40.7329604,-73.9866278,POINT (-73.9866278 40.7329604)
40.733112,-73.9865119,POINT (-73.9865119 40.733112)
40.7310897,-73.9826309,POINT (-73.9826309 40.7310897)
40.7312094,-73.9825455,POINT (-73.9825455 40.7312094)
40.7314941,-73.9821471,POINT (-73.9821471 40.7314941)
40.7314051,-73.9821094,POINT (-73.9821094 40.7314051)
40.7305731,-73.9805094,POINT (-73.9805094 40.7305731)
40.7307014,-73.9807914,POINT (-73.9807914 40.7307014)
40.7304478,-73.9806762,POINT (-73.9806762 40.7304478)
40.7304066,-73.9805757,POINT (-73.9805757 40.7304066)
40.7306737,-73.9807198,POINT (-73.9807198 40.7306737)
40.7305247,-73.9808688,POINT (-73.9808688 40.7305247)
40.717669,-73.957588,POINT (-73.957588 40.717669)
40.717778,-73.9574692,POINT (-73.9574692 40.717778)
40.7169125,-73.9563763,POINT (-73.9563763 40.7169125)
40.7170278,-73.9562626,POINT (-73.9562626 40.7170278)
40.7171349,-73.9562734,POINT (-73.9562734 40.7171349)
40.7168959,-73.9565414,POINT (-73.9565414 40.7168959)
40.7179059,-73.9575989,POINT (-73.9575989 40.7179059)
40.7179977,-73.9574904,POINT (-73.9574904 40.7179977)
40.7176329,-73.9578755,POINT (-73.9578755 40.7176329)
40.71421,-73.949313,POINT (-73.949313 40.71421)
40.713908,-73.949262,POINT (-73.949262 40.713908)
40.7142503,-73.9494571,POINT (-73.9494571 40.7142503)
40.7139683,-73.9494578,POINT (-73.9494578 40.7139683)
40.7146301,-73.9445676,POINT (-73.9445676 40.7146301)
40.714433,-73.944527,POINT (-73.944527 40.714433)
40.7146835,-73.9442869,POINT (-73.9442869 40.7146835)
40.714469,-73.944168,POINT (-73.944168 40.714469)
40.7121964,-73.9406655,POINT (-73.9406655 40.7121964)
40.7120373,-73.9409211,POINT (-73.9409211 40.7120373)
40.71184,-73.940866,POINT (-73.940866 40.71184)
40.7119284,-73.9404224,POINT (-73.9404224 40.7119284)
40.7120808,-73.9405205,POINT (-73.9405205 40.7120808)
40.712122,-73.9408551,POINT (-73.9408551 40.712122)
