Entrance_Latitude,Entrance_Longitude,entrance_georeference
40.7077427,-73.9401016,POINT (-73.9401016 40.7077427)
40.70786,-73.939744,POINT (-73.939744 40.70786)
40.7061192,-73.9336391,POINT (-73.9336391 40.7061192)
40.7062261,-73.9319589,POINT (-73.9319589 40.7062261)
40.706317,-73.931696,POINT (-73.931696 40.706317)
40.7070877,-73.9238656,POINT (-73.9238656 40.7070877)
40.7072435,-73.9237169,POINT (-73.9237169 40.7072435)
40.7060881,-73.9223107,POINT (-73.9223107 40.7060881)
40.7063256,-73.92207,POINT (-73.92207 40.7063256)
40.7059411,-73.922014,POINT (-73.922014 40.7059411)
40.706239,-73.921905,POINT (-73.921905 40.706239)
40.704353,-73.919463,POINT (-73.919463 40.704353)
40.704175,-73.919262,POINT (-73.919262 40.704175)
40.704455,-73.919218,POINT (-73.919218 40.704455)
40.704374,-73.91906,POINT (-73.91906 40.704374)
40.7033642,-73.917953,POINT (-73.917953 40.7033642)
40.7035492,-73.9177737,POINT (-73.9177737 40.7035492)
40.703248,-73.91772,POINT (-73.91772 40.703248)
40.703475,-73.917601,POINT (-73.917601 40.703475)
40.6997979,-73.9113533,POINT (-73.9113533 40.6997979)
40.699735,-73.910998,POINT (-73.910998 40.699735)
40.699529,-73.910711,POINT (-73.910711 40.699529)
40.6959986,-73.905269,POINT (-73.905269 40.6959986)
40.6958822,-73.9051477,POINT (-73.9051477 40.6958822)
40.6960624,-73.9046616,POINT (-73.9046616 40.6960624)
40.696117,-73.904416,POINT (-73.904416 40.696117)
40.695213,-73.903694,POINT (-73.903694 40.695213)
40.695186,-73.903065,POINT (-73.903065 40.695186)
40.688805,-73.904741,POINT (-73.904741 40.688805)
40.6823234,-73.9051549,POINT (-73.9051549 40.6823234)
40.67556092,-73.9029737,POINT (-73.9029737 40.67556092)
40.6756103,-73.9028838,POINT (-73.9028838 40.6756103)
40.67539,-73.902594,POINT (-73.902594 40.67539)
40.668527,-73.901765,POINT (-73.901765 40.668527)
40.6638732,-73.9005254,POINT (-73.9005254 40.6638732)
40.6637337,-73.9006329,POINT (-73.9006329 40.6637337)
40.6590028,-73.8993145,POINT (-73.8993145 40.6590028)
40.651462,-73.899191,POINT (-73.899191 40.651462)
40.6513481,-73.8988596,POINT (-73.8988596 40.6513481)
40.645585,-73.902541,POINT (-73.902541 40.645585)
40.6455493,-73.9025079,POINT (-73.9025079 40.6455493)
40.6459773,-73.9017217,POINT (-73.9017217 40.6459773)
40.6457226,-73.9025381,POINT (-73.9025381 40.6457226)
40.7127066,-74.0077505,POINT (-74.0077505 40.7127066)
40.7089354,-74.0069749,POINT (-74.0069749 40.7089354)
40.7085594,-74.0069342,POINT (-74.0069342 40.7085594)
40.7091436,-74.0067881,POINT (-74.0067881 40.7091436)
40.7094436,-74.0063618,POINT (-74.0063618 40.7094436)
40.7094601,-74.0060568,POINT (-74.0060568 40.7094601)
40.7096858,-74.0062209,POINT (-74.0062209 40.7096858)
40.7095225,-74.0065758,POINT (-74.0065758 40.7095225)
40.7095561,-74.0065915,POINT (-74.0065915 40.7095561)
40.7095987,-74.006677,POINT (-74.006677 40.7095987)
40.7063517,-74.0096437,POINT (-74.0096437 40.7063517)
40.7065318,-74.0095742,POINT (-74.0095742 40.7065318)
40.706277,-74.0094924,POINT (-74.0094924 40.706277)
40.7063799,-74.0093214,POINT (-74.0093214 40.7063799)
40.7074605,-74.0087297,POINT (-74.0087297 40.7074605)
40.706645,-74.0086351,POINT (-74.0086351 40.706645)
40.706586,-74.0087004,POINT (-74.0087004 40.706586)
40.7080774,-74.0097526,POINT (-74.0097526 40.7080774)
40.6976131,-73.9933883,POINT (-73.9933883 40.6976131)
40.6976945,-73.993039,POINT (-73.993039 40.6976945)
40.6937353,-73.9906256,POINT (-73.9906256 40.6937353)
40.6935805,-73.9905934,POINT (-73.9905934 40.6935805)
40.693594,-73.990304,POINT (-73.990304 40.693594)
40.6938431,-73.9901136,POINT (-73.9901136 40.6938431)
40.8750794,-73.8796013,POINT (-73.8796013 40.8750794)
40.8748767,-73.8793057,POINT (-73.8793057 40.8748767)
40.874262,-73.877533,POINT (-73.877533 40.874262)
40.874021,-73.877501,POINT (-73.877501 40.874021)
40.8724884,-73.8879163,POINT (-73.8879163 40.8724884)
40.87225,-73.8878889,POINT (-73.8878889 40.87225)
40.872135,-73.887459,POINT (-73.887459 40.872135)
40.874084,-73.887112,POINT (-73.887112 40.874084)
40.8740562,-73.886459,POINT (-73.886459 40.8740562)
40.8724632,-73.8877139,POINT (-73.8877139 40.8724632)
40.866369,-73.894521,POINT (-73.894521 40.866369)
40.866181,-73.894306,POINT (-73.894306 40.866181)
40.866127,-73.893982,POINT (-73.893982 40.866127)
40.868114,-73.893195,POINT (-73.893195 40.868114)
40.867688,-73.892739,POINT (-73.892739 40.867688)
40.8662362,-73.8939553,POINT (-73.8939553 40.8662362)
40.861401,-73.898098,POINT (-73.898098 40.861401)
40.861147,-73.897424,POINT (-73.897424 40.861147)
40.8613433,-73.8973892,POINT (-73.8973892 40.8613433)
40.862296,-73.896885,POINT (-73.896885 40.862296)
40.862608,-73.896662,POINT (-73.896662 40.862608)
40.8616153,-73.8980324,POINT (-73.8980324 40.8616153)
40.8560263,-73.9011541,POINT (-73.9011541 40.8560263)
40.8562558,-73.9011237,POINT (-73.9011237 40.8562558)
40.855864,-73.900484,POINT (-73.900484 40.855864)
40.8560732,-73.9004317,POINT (-73.9004317 40.8560732)
40.849864,-73.906084,POINT (-73.906084 40.849864)
40.8501336,-73.9058403,POINT (-73.9058403 40.8501336)
40.849968,-73.905226,POINT (-73.905226 40.849968)
40.851052,-73.905093,POINT (-73.905093 40.851052)
40.851176,-73.904263,POINT (-73.904263 40.851176)
40.8497388,-73.9054655,POINT (-73.9054655 40.8497388)
40.8449373,-73.9111261,POINT (-73.9111261 40.8449373)
40.8449405,-73.9108702,POINT (-73.9108702 40.8449405)
40.8465533,-73.9097033,POINT (-73.9097033 40.8465533)
40.8462886,-73.9091795,POINT (-73.9091795 40.8462886)
40.8386549,-73.9141871,POINT (-73.9141871 40.8386549)
40.8390093,-73.9140611,POINT (-73.9140611 40.8390093)
40.838421,-73.913626,POINT (-73.913626 40.838421)
40.8401158,-73.913341,POINT (-73.913341 40.8401158)
40.839751,-73.912743,POINT (-73.912743 40.839751)
40.833111,-73.919399,POINT (-73.919399 40.833111)
40.8328856,-73.9188368,POINT (-73.9188368 40.8328856)
40.8344442,-73.9181785,POINT (-73.9181785 40.8344442)
40.8348169,-73.9178219,POINT (-73.9178219 40.8348169)
40.834286,-73.917562,POINT (-73.917562 40.834286)
40.834609,-73.917245,POINT (-73.917245 40.834609)
40.827471,-73.92625,POINT (-73.92625 40.827471)
40.827545,-73.926202,POINT (-73.926202 40.827545)
40.827488,-73.926004,POINT (-73.926004 40.827488)
40.8279978,-73.9256438,POINT (-73.9256438 40.8279978)
40.828011,-73.925588,POINT (-73.925588 40.828011)
40.827372,-73.924217,POINT (-73.924217 40.827372)
40.8275497,-73.9241533,POINT (-73.9241533 40.8275497)
40.8275867,-73.9240206,POINT (-73.9240206 40.8275867)
40.830313,-73.936687,POINT (-73.936687 40.830313)
40.7306151,-73.9542445,POINT (-73.9542445 40.7306151)
40.7462617,-73.9448587,POINT (-73.9448587 40.7462617)
40.746243,-73.944011,POINT (-73.944011 40.746243)
40.7468858,-73.9435169,POINT (-73.9435169 40.7468858)
40.7446383,-73.9491112,POINT (-73.9491112 40.7446383)
40.7447796,-73.9486573,POINT (-73.9486573 40.7447796)
40.7445708,-73.9484128,POINT (-73.9484128 40.7445708)
40.732247,-73.954772,POINT (-73.954772 40.732247)
40.7302871,-73.9544914,POINT (-73.9544914 40.7302871)
40.732273,-73.954444,POINT (-73.954444 40.732273)
40.7301032,-73.9543537,POINT (-73.9543537 40.7301032)
40.730148,-73.954071,POINT (-73.954071 40.730148)
40.7254669,-73.9519718,POINT (-73.9519718 40.7254669)
40.725588,-73.951602,POINT (-73.951602 40.725588)
40.7238047,-73.9509807,POINT (-73.9509807 40.7238047)
40.723666,-73.950898,POINT (-73.950898 40.723666)
40.7239038,-73.9506742,POINT (-73.9506742 40.7239038)
40.723754,-73.950633,POINT (-73.950633 40.723754)
40.7139407,-73.951735,POINT (-73.951735 40.7139407)
40.7137705,-73.9514443,POINT (-73.9514443 40.7137705)
40.7137476,-73.9517731,POINT (-73.9517731 40.7137476)
40.7141736,-73.9512734,POINT (-73.9512734 40.7141736)
40.7117542,-73.9514594,POINT (-73.9514594 40.7117542)
40.711795,-73.9510425,POINT (-73.9510425 40.711795)
40.7139068,-73.9515033,POINT (-73.9515033 40.7139068)
40.7055155,-73.9505395,POINT (-73.9505395 40.7055155)
40.7052004,-73.9503254,POINT (-73.9503254 40.7052004)
40.7055052,-73.9500903,POINT (-73.9500903 40.7055052)
40.7051226,-73.950064,POINT (-73.950064 40.7051226)
40.699582,-73.950164,POINT (-73.950164 40.699582)
40.6999886,-73.9499332,POINT (-73.9499332 40.6999886)
40.695456,-73.9494675,POINT (-73.9494675 40.695456)
40.6955179,-73.9489642,POINT (-73.9489642 40.6955179)
40.6895625,-73.9549988,POINT (-73.9549988 40.6895625)
40.689367,-73.954957,POINT (-73.954957 40.689367)
40.689995,-73.951616,POINT (-73.951616 40.689995)
40.689757,-73.951612,POINT (-73.951612 40.689757)
40.6889585,-73.9602224,POINT (-73.9602224 40.6889585)
40.6887778,-73.9601944,POINT (-73.9601944 40.6887778)
40.688781,-73.959871,POINT (-73.959871 40.688781)
40.687875,-73.967931,POINT (-73.967931 40.687875)
40.6881201,-73.9675187,POINT (-73.9675187 40.6881201)
40.68846,-73.965749,POINT (-73.965749 40.68846)
40.688157,-73.965579,POINT (-73.965579 40.688157)
40.6871809,-73.9768588,POINT (-73.9768588 40.6871809)
40.6871666,-73.9762873,POINT (-73.9762873 40.6871666)
40.6870404,-73.9747032,POINT (-73.9747032 40.6870404)
40.6873938,-73.9747688,POINT (-73.9747688 40.6873938)
40.88798,-73.831195,POINT (-73.831195 40.88798)
40.879519,-73.837958,POINT (-73.837958 40.879519)
40.87933,-73.837858,POINT (-73.837858 40.87933)
40.870117,-73.845869,POINT (-73.845869 40.870117)
40.8588167,-73.8555237,POINT (-73.8555237 40.8588167)
40.854544,-73.860248,POINT (-73.860248 40.854544)
40.690972,-73.985448,POINT (-73.985448 40.690972)
40.6903579,-73.985347,POINT (-73.985347 40.6903579)
40.690931,-73.98525,POINT (-73.98525 40.690931)
40.690464,-73.9843261,POINT (-73.9843261 40.690464)
40.6899591,-73.9842782,POINT (-73.9842782 40.6899591)
40.6906368,-73.9855806,POINT (-73.9855806 40.6906368)
40.6882442,-73.9806363,POINT (-73.9806363 40.6882442)
40.6880733,-73.980512,POINT (-73.980512 40.6880733)
40.688243,-73.980356,POINT (-73.980356 40.688243)
40.688085,-73.980243,POINT (-73.980243 40.688085)
40.6847822,-73.9777299,POINT (-73.9777299 40.6847822)
40.6850449,-73.9775295,POINT (-73.9775295 40.6850449)
40.6848342,-73.9775164,POINT (-73.9775164 40.6848342)
40.6849953,-73.9773457,POINT (-73.9773457 40.6849953)
40.6808416,-73.9755665,POINT (-73.9755665 40.6808416)
40.680832,-73.975534,POINT (-73.975534 40.680832)
40.680951,-73.975448,POINT (-73.975448 40.680951)
40.6809217,-73.9749654,POINT (-73.9749654 40.6809217)
40.680695,-73.974748,POINT (-73.974748 40.680695)
40.6751588,-73.9712167,POINT (-73.9712167 40.6751588)
40.67495,-73.97099,POINT (-73.97099 40.67495)
40.6752946,-73.9708257,POINT (-73.9708257 40.6752946)
40.675129,-73.9708236,POINT (-73.9708236 40.675129)
40.671789,-73.964301,POINT (-73.964301 40.671789)
40.672124,-73.9641041,POINT (-73.9641041 40.672124)
40.6718788,-73.9643906,POINT (-73.9643906 40.6718788)
40.6703472,-73.957973,POINT (-73.957973 40.6703472)
40.6709378,-73.957766,POINT (-73.957766 40.6709378)
40.6704817,-73.9577236,POINT (-73.9577236 40.6704817)
40.6707339,-73.9576499,POINT (-73.9576499 40.6707339)
40.6697522,-73.950798,POINT (-73.950798 40.6697522)
40.6697202,-73.950247,POINT (-73.950247 40.6697202)
40.669289,-73.942463,POINT (-73.942463 40.669289)
40.669261,-73.941948,POINT (-73.941948 40.669261)
40.6688507,-73.9342363,POINT (-73.9342363 40.6688507)
40.6691127,-73.9342117,POINT (-73.9342117 40.6691127)
40.6687238,-73.9318796,POINT (-73.9318796 40.6687238)
40.6689826,-73.9318527,POINT (-73.9318527 40.6689826)
40.6689472,-73.931831,POINT (-73.931831 40.6689472)
40.6687127,-73.9317067,POINT (-73.9317067 40.6687127)
40.6689686,-73.9316784,POINT (-73.9316784 40.6689686)
40.664887,-73.923109,POINT (-73.923109 40.664887)
40.6651206,-73.9229324,POINT (-73.9229324 40.6651206)
40.6649816,-73.9227814,POINT (-73.9227814 40.6649816)
40.661401,-73.915543,POINT (-73.915543 40.661401)
40.6616952,-73.9152931,POINT (-73.9152931 40.6616952)
40.6615645,-73.9152642,POINT (-73.9152642 40.6615645)
40.6627214,-73.9090482,POINT (-73.9090482 40.6627214)
40.662401,-73.908809,POINT (-73.908809 40.662401)
40.6633592,-73.9031178,POINT (-73.9031178 40.6633592)
40.6634149,-73.9027336,POINT (-73.9027336 40.6634149)
40.6645892,-73.8941123,POINT (-73.8941123 40.6645892)
40.6648582,-73.8938531,POINT (-73.8938531 40.6648582)
40.6657626,-73.8886095,POINT (-73.8886095 40.6657626)
40.665431,-73.888386,POINT (-73.888386 40.665431)
40.6664379,-73.8833001,POINT (-73.8833001 40.6664379)
40.6663094,-73.8832691,POINT (-73.8832691 40.6663094)
40.6925156,-73.9912429,POINT (-73.9912429 40.6925156)
40.69234,-73.99056,POINT (-73.99056 40.69234)
40.692601,-73.9905449,POINT (-73.9905449 40.692601)
40.692299,-73.990301,POINT (-73.990301 40.692299)
40.6925551,-73.9901084,POINT (-73.9901084 40.6925551)
40.7595971,-73.8304171,POINT (-73.8304171 40.7595971)
40.7594201,-73.8303054,POINT (-73.8303054 40.7594201)
40.7597211,-73.8299523,POINT (-73.8299523 40.7597211)
40.7594606,-73.8299149,POINT (-73.8299149 40.7594606)
40.7595554,-73.8298645,POINT (-73.8298645 40.7595554)
40.759908,-73.829019,POINT (-73.829019 40.759908)
40.7600183,-73.8286182,POINT (-73.8286182 40.7600183)
40.7599225,-73.8285765,POINT (-73.8285765 40.7599225)
40.7600635,-73.8284406,POINT (-73.8284406 40.7600635)
40.7599602,-73.828416,POINT (-73.828416 40.7599602)
40.7597388,-73.8303311,POINT (-73.8303311 40.7597388)
40.7593778,-73.8301544,POINT (-73.8301544 40.7593778)
40.7594937,-73.8306493,POINT (-73.8306493 40.7594937)
40.7593515,-73.8305917,POINT (-73.8305917 40.7593515)
40.7547146,-73.8459125,POINT (-73.8459125 40.7547146)
40.754431,-73.8457859,POINT (-73.8457859 40.754431)
40.7547983,-73.8457335,POINT (-73.8457335 40.7547983)
40.7547782,-73.8456807,POINT (-73.8456807 40.7547782)
40.7543973,-73.845798,POINT (-73.845798 40.7543973)
40.7540536,-73.845338,POINT (-73.845338 40.7540536)
40.75161,-73.856065,POINT (-73.856065 40.75161)
40.751423,-73.855996,POINT (-73.855996 40.751423)
40.751551,-73.855628,POINT (-73.855628 40.751551)
40.7499645,-73.8625882,POINT (-73.8625882 40.7499645)
40.7497772,-73.8625659,POINT (-73.8625659 40.7497772)
40.7499839,-73.8623704,POINT (-73.8623704 40.7499839)
40.7497985,-73.8623284,POINT (-73.8623284 40.7497985)
40.7492396,-73.8696622,POINT (-73.8696622 40.7492396)
40.7490569,-73.8696287,POINT (-73.8696287 40.7490569)
40.7493442,-73.8694143,POINT (-73.8694143 40.7493442)
40.749266,-73.86922,POINT (-73.86922 40.749266)
40.7490987,-73.8691682,POINT (-73.8691682 40.7490987)
40.748601,-73.876595,POINT (-73.876595 40.748601)
40.7486137,-73.8764603,POINT (-73.8764603 40.7486137)
40.7483345,-73.8764271,POINT (-73.8764271 40.7483345)
40.7478196,-73.8840322,POINT (-73.8840322 40.7478196)
40.7474627,-73.8839648,POINT (-73.8839648 40.7474627)
40.7478368,-73.8838809,POINT (-73.8838809 40.7478368)
40.7471163,-73.8914148,POINT (-73.8914148 40.7471163)
40.746148,-73.896396,POINT (-73.896396 40.746148)
40.7465474,-73.8962773,POINT (-73.8962773 40.7465474)
40.7455308,-73.9032919,POINT (-73.9032919 40.7455308)
40.745692,-73.903234,POINT (-73.903234 40.745692)
40.745717,-73.903063,POINT (-73.903063 40.745717)
40.7457662,-73.903182,POINT (-73.903182 40.7457662)
40.7458221,-73.9026908,POINT (-73.9026908 40.7458221)
40.7459171,-73.9027892,POINT (-73.9027892 40.7459171)
40.7455647,-73.9023955,POINT (-73.9023955 40.7455647)
40.7454163,-73.9027804,POINT (-73.9027804 40.7454163)
40.7458485,-73.903232,POINT (-73.903232 40.7458485)
40.744067,-73.91308,POINT (-73.91308 40.744067)
40.743933,-73.913003,POINT (-73.913003 40.743933)
40.7444484,-73.9113476,POINT (-73.9113476 40.7444484)
40.7446112,-73.9113315,POINT (-73.9113315 40.7446112)
40.7431175,-73.9187933,POINT (-73.9187933 40.7431175)
40.7432478,-73.9187718,POINT (-73.9187718 40.7432478)
40.7430981,-73.9186348,POINT (-73.9186348 40.7430981)
40.7432275,-73.9186129,POINT (-73.9186129 40.7432275)
40.74301,-73.9178654,POINT (-73.9178654 40.74301)
40.7431403,-73.9178407,POINT (-73.9178407 40.7431403)
40.7437596,-73.9243672,POINT (-73.9243672 40.7437596)
40.7438924,-73.9243439,POINT (-73.9243439 40.7438924)
40.7437424,-73.9241929,POINT (-73.9241929 40.7437424)
40.7438705,-73.9241768,POINT (-73.9241768 40.7438705)
40.7446191,-73.9317842,POINT (-73.9317842 40.7446191)
40.7447578,-73.9317629,POINT (-73.9317629 40.7447578)
40.7446023,-73.9316209,POINT (-73.9316209 40.7446023)
40.7447369,-73.9315948,POINT (-73.9315948 40.7447369)
40.7445134,-73.9308564,POINT (-73.9308564 40.7445134)
40.7446418,-73.9308367,POINT (-73.9308367 40.7446418)
40.7462295,-73.9457583,POINT (-73.9457583 40.7462295)
40.7461509,-73.9453202,POINT (-73.9453202 40.7461509)
40.7461455,-73.9454034,POINT (-73.9454034 40.7461455)
40.7425199,-73.9486192,POINT (-73.9486192 40.7425199)
40.7424395,-73.9481745,POINT (-73.9481745 40.7424395)
40.7424232,-73.9480914,POINT (-73.9480914 40.7424232)
40.7426057,-73.9542528,POINT (-73.9542528 40.7426057)
40.7426696,-73.9542334,POINT (-73.9542334 40.7426696)
40.7428112,-73.9539823,POINT (-73.9539823 40.7428112)
40.7427763,-73.9538874,POINT (-73.9538874 40.7427763)
40.7424411,-73.9531547,POINT (-73.9531547 40.7424411)
40.742594,-73.952858,POINT (-73.952858 40.742594)
40.7423743,-73.9526921,POINT (-73.9526921 40.7423743)
40.7426074,-73.952238,POINT (-73.952238 40.7426074)
40.7508941,-73.9751175,POINT (-73.9751175 40.7508941)
40.7542646,-73.9831451,POINT (-73.9831451 40.7542646)
40.7542373,-73.9830705,POINT (-73.9830705 40.7542373)
40.7535726,-73.9814889,POINT (-73.9814889 40.7535726)
40.754904,-74.001323,POINT (-74.001323 40.754904)
40.7549612,-74.0009265,POINT (-74.0009265 40.7549612)
40.755766,-74.0002359,POINT (-74.0002359 40.755766)
40.7503023,-73.9402294,POINT (-73.9402294 40.7503023)
40.750835,-73.939671,POINT (-73.939671 40.750835)
40.6810825,-73.9558693,POINT (-73.9558693 40.6810825)
40.6745435,-73.9579335,POINT (-73.9579335 40.6745435)
40.675208,-73.957591,POINT (-73.957591 40.675208)
40.6706111,-73.9591111,POINT (-73.9591111 40.6706111)
40.7002829,-73.8292737,POINT (-73.8292737 40.7002829)
40.7005457,-73.8292418,POINT (-73.8292418 40.7005457)
40.7008371,-73.8273926,POINT (-73.8273926 40.7008371)
40.7006174,-73.827227,POINT (-73.827227 40.7006174)
40.697088,-73.8371692,POINT (-73.8371692 40.697088)
40.69678,-73.8370353,POINT (-73.8370353 40.69678)
40.695033,-73.843298,POINT (-73.843298 40.695033)
40.695267,-73.843223,POINT (-73.843223 40.695267)
40.6935603,-73.8526132,POINT (-73.8526132 40.6935603)
40.6934785,-73.8525673,POINT (-73.8525673 40.6934785)
40.694077,-73.850476,POINT (-73.850476 40.694077)
40.6926897,-73.8590944,POINT (-73.8590944 40.6926897)
40.6923737,-73.8589533,POINT (-73.8589533 40.6923737)
40.691479,-73.86661,POINT (-73.86661 40.691479)
40.691285,-73.866425,POINT (-73.866425 40.691285)
40.689596,-73.873555,POINT (-73.873555 40.689596)
40.68947,-73.873449,POINT (-73.873449 40.68947)
40.690142,-73.87163,POINT (-73.87163 40.690142)
40.6836199,-73.8726013,POINT (-73.8726013 40.6836199)
40.683494,-73.872528,POINT (-73.872528 40.683494)
40.6817899,-73.8790283,POINT (-73.8790283 40.6817899)
40.681659,-73.878984,POINT (-73.878984 40.681659)
40.67968,-73.885709,POINT (-73.885709 40.67968)
40.67957,-73.8856535,POINT (-73.8856535 40.67957)
40.6777892,-73.8916915,POINT (-73.8916915 40.6777892)
40.6778044,-73.8915527,POINT (-73.8915527 40.6778044)
40.6767708,-73.8999078,POINT (-73.8999078 40.6767708)
40.6768239,-73.8995113,POINT (-73.8995113 40.6768239)
40.683335,-73.911394,POINT (-73.911394 40.683335)
40.683456,-73.91128,POINT (-73.91128 40.683456)
40.6858697,-73.9158126,POINT (-73.9158126 40.6858697)
40.685981,-73.9156897,POINT (-73.9156897 40.685981)
40.6900429,-73.9231697,POINT (-73.9231697 40.6900429)
40.6901596,-73.9230571,POINT (-73.9230571 40.6901596)
40.692935,-73.928247,POINT (-73.928247 40.692935)
40.692934,-73.927936,POINT (-73.927936 40.692934)
40.6970278,-73.9355833,POINT (-73.9355833 40.6970278)
40.6969112,-73.9354484,POINT (-73.9354484 40.6969112)
40.7006273,-73.9420192,POINT (-73.9420192 40.7006273)
40.7006437,-73.9421931,POINT (-73.9421931 40.7006437)
40.7008679,-73.9416986,POINT (-73.9416986 40.7008679)
40.70072,-73.941672,POINT (-73.941672 40.70072)
40.6997313,-73.9403023,POINT (-73.9403023 40.6997313)
40.6998454,-73.9401928,POINT (-73.9401928 40.6998454)
40.704293,-73.94833,POINT (-73.94833 40.704293)
40.704406,-73.948206,POINT (-73.948206 40.704406)
40.703321,-73.946596,POINT (-73.946596 40.703321)
40.703468,-73.946557,POINT (-73.946557 40.703468)
40.707149,-73.954427,POINT (-73.954427 40.707149)
40.7072658,-73.9543323,POINT (-73.9543323 40.7072658)
40.7065605,-73.9522702,POINT (-73.9522702 40.7065605)
40.7065268,-73.9526173,POINT (-73.9526173 40.7065268)
40.708681,-73.958927,POINT (-73.958927 40.708681)
40.7088204,-73.958823,POINT (-73.958823 40.7088204)
40.708424,-73.9581652,POINT (-73.9581652 40.708424)
40.7085721,-73.95809,POINT (-73.95809 40.7085721)
40.708293,-73.958044,POINT (-73.958044 40.708293)
40.708565,-73.957893,POINT (-73.957893 40.708565)
40.7082988,-73.9577153,POINT (-73.9577153 40.7082988)
40.7084264,-73.9576496,POINT (-73.9576496 40.7084264)
40.7185586,-73.9876473,POINT (-73.9876473 40.7185586)
40.7184166,-73.987177,POINT (-73.987177 40.7184166)
40.7199997,-73.9935462,POINT (-73.9935462 40.7199997)
40.7203022,-73.9934097,POINT (-73.9934097 40.7203022)
40.7178377,-74.0002765,POINT (-74.0002765 40.7178377)
40.712699,-74.004099,POINT (-74.004099 40.712699)
40.714199,-74.003187,POINT (-74.003187 40.714199)
40.7095377,-74.0083397,POINT (-74.0083397 40.7095377)
40.709378,-74.0082969,POINT (-74.0082969 40.709378)
40.7100924,-74.0079747,POINT (-74.0079747 40.7100924)
40.710391,-74.0079182,POINT (-74.0079182 40.710391)
40.7100832,-74.0076066,POINT (-74.0076066 40.7100832)
40.710219,-74.0075959,POINT (-74.0075959 40.710219)
40.7101628,-74.0074258,POINT (-74.0074258 40.7101628)
40.7093032,-74.0083124,POINT (-74.0083124 40.7093032)
40.705747,-74.011554,POINT (-74.011554 40.705747)
40.706001,-74.011497,POINT (-74.011497 40.706001)
40.706439,-74.011263,POINT (-74.011263 40.706439)
40.7059737,-74.0112223,POINT (-74.0112223 40.7059737)
40.7061973,-74.0110885,POINT (-74.0110885 40.7061973)
40.706887,-74.010687,POINT (-74.010687 40.706887)
40.706911,-74.010494,POINT (-74.010494 40.706911)
40.7080774,-74.0097526,POINT (-74.0097526 40.7080774)
40.708035,-74.010665,POINT (-74.010665 40.708035)
40.886819,-73.878376,POINT (-73.878376 40.886819)
40.886737,-73.87812,POINT (-73.87812 40.886737)
40.8795606,-73.8851577,POINT (-73.8851577 40.8795606)
40.879343,-73.88488,POINT (-73.88488 40.879343)
40.8801579,-73.8844558,POINT (-73.8844558 40.8801579)
40.8799885,-73.8841729,POINT (-73.8841729 40.8799885)
40.8735714,-73.8898784,POINT (-73.8898784 40.8735714)
40.867606,-73.897418,POINT (-73.897418 40.867606)
40.86762,-73.897152,POINT (-73.897152 40.86762)
40.8678017,-73.8970254,POINT (-73.8970254 40.8678017)
40.862562,-73.901367,POINT (-73.901367 40.862562)
40.8629108,-73.9013461,POINT (-73.9013461 40.8629108)
40.862588,-73.9008854,POINT (-73.9008854 40.862588)
40.8627753,-73.9007379,POINT (-73.9007379 40.8627753)
40.8625646,-73.9010864,POINT (-73.9010864 40.8625646)
40.8585019,-73.9041003,POINT (-73.9041003 40.8585019)
40.858267,-73.904099,POINT (-73.904099 40.858267)
40.8584724,-73.9037088,POINT (-73.9037088 40.8584724)
40.8533424,-73.9079574,POINT (-73.9079574 40.8533424)
40.853236,-73.9077503,POINT (-73.9077503 40.853236)
40.85367,-73.907654,POINT (-73.907654 40.85367)
40.8535763,-73.9074459,POINT (-73.9074459 40.8535763)
40.848385,-73.912003,POINT (-73.912003 40.848385)
40.848501,-73.911633,POINT (-73.911633 40.848501)
40.844702,-73.91465,POINT (-73.91465 40.844702)
40.8444213,-73.9145649,POINT (-73.9145649 40.8444213)
40.83996,-73.918018,POINT (-73.918018 40.83996)
40.8398507,-73.9178287,POINT (-73.9178287 40.8398507)
40.840076,-73.917648,POINT (-73.917648 40.840076)
40.8405306,-73.9173329,POINT (-73.9173329 40.8405306)
40.8406291,-73.9175714,POINT (-73.9175714 40.8406291)
40.8357587,-73.9215613,POINT (-73.9215613 40.8357587)
40.8358821,-73.921488,POINT (-73.921488 40.8358821)
40.8356101,-73.921131,POINT (-73.921131 40.8356101)
40.8357397,-73.9210597,POINT (-73.9210597 40.8357397)
40.827399,-73.926394,POINT (-73.926394 40.827399)
40.827461,-73.926362,POINT (-73.926362 40.827461)
40.827529,-73.926322,POINT (-73.926322 40.827529)
40.827605,-73.926282,POINT (-73.926282 40.827605)
40.827759,-73.9261,POINT (-73.9261 40.827759)
40.827942,-73.926,POINT (-73.926 40.827942)
40.827685,-73.925842,POINT (-73.925842 40.827685)
40.827854,-73.925745,POINT (-73.925745 40.827854)
40.818259,-73.927659,POINT (-73.927659 40.818259)
40.8183857,-73.9276023,POINT (-73.9276023 40.8183857)
40.8182648,-73.927259,POINT (-73.927259 40.8182648)
40.818405,-73.927101,POINT (-73.927101 40.818405)
40.8133392,-73.9299986,POINT (-73.9299986 40.8133392)
40.8133808,-73.9298403,POINT (-73.9298403 40.8133808)
40.8131072,-73.9296843,POINT (-73.9296843 40.8131072)
40.9032151,-73.8504013,POINT (-73.8504013 40.9032151)
40.9036489,-73.8503198,POINT (-73.8503198 40.9036489)
40.9035779,-73.8500894,POINT (-73.8500894 40.9035779)
40.8982594,-73.8543463,POINT (-73.8543463 40.8982594)
